"","Province_State","statefips","date","Population","confirmed","death"
"7645","Vermont",50,2020-06-22,623989,1163,56
"7646","Virginia",51,2020-06-22,8535519,58465,1620
"7647","Washington",53,2020-06-22,7614893,28870,1276
"7648","West Virginia",54,2020-06-22,1792147,2552,89
"7649","Wisconsin",55,2020-06-22,5822434,25068,745
"7650","Wyoming",56,2020-06-22,578759,1230,20
"7651","Alabama",1,2020-06-23,4903185,31097,864
"7652","Alaska",2,2020-06-23,731545,760,12
"7653","Arizona",4,2020-06-23,7278717,58378,1396
"7654","Arkansas",5,2020-06-23,3017804,16678,237
"7655","California",6,2020-06-23,39512223,191477,5626
"7656","Colorado",8,2020-06-23,5758736,30877,1665
"7657","Connecticut",9,2020-06-23,3565287,45899,4277
"7658","Delaware",10,2020-06-23,973764,10847,504
"7659","Florida",12,2020-06-23,21477737,103503,3238
"7660","Georgia",13,2020-06-23,10617423,67810,2695
"7661","Hawaii",15,2020-06-23,1415872,819,17
"7662","Idaho",16,2020-06-23,1787065,4254,89
"7663","Illinois",17,2020-06-23,12671821,137825,6707
"7664","Indiana",18,2020-06-23,6732219,42871,2569
"7665","Iowa",19,2020-06-23,3155070,26469,689
"7666","Kansas",20,2020-06-23,2913314,12537,260
"7667","Kentucky",21,2020-06-23,4467673,14141,537
"7668","Louisiana",22,2020-06-23,4648794,51595,3134
"7669","Maine",23,2020-06-23,1344212,2996,102
"7670","Maryland",24,2020-06-23,6045680,65007,3092
"7671","Massachusetts",25,2020-06-23,6892503,103153,7890
"7672","Michigan",26,2020-06-23,9986857,68197,6109
"7673","Minnesota",27,2020-06-23,5639632,33469,1425
"7674","Mississippi",28,2020-06-23,2976149,22898,989
"7675","Missouri",29,2020-06-23,6626371,19005,988
"7676","Montana",30,2020-06-23,1068778,743,21
"7677","Nebraska",31,2020-06-23,1934408,18099,256
"7678","Nevada",32,2020-06-23,3080156,13997,492
"7679","New Hampshire",33,2020-06-23,1359711,5571,343
"7680","New Jersey",34,2020-06-23,8882190,169734,14893
"7681","New Mexico",35,2020-06-23,2096829,10838,476
"7682","New York",36,2020-06-23,19453561,389085,31952
"7683","North Carolina",37,2020-06-23,10488084,56442,1296
"7684","North Dakota",38,2020-06-23,762062,3320,78
"7685","Ohio",39,2020-06-23,11689100,46127,2735
"7686","Oklahoma",40,2020-06-23,3956971,11031,371
"7687","Oregon",41,2020-06-23,4217737,7274,192
"7688","Pennsylvania",42,2020-06-23,12801989,87208,6464
"7689","Rhode Island",44,2020-06-23,1059361,16533,906
"7690","South Carolina",45,2020-06-23,5148714,26572,673
"7691","South Dakota",46,2020-06-23,884659,6353,83
"7692","Tennessee",47,2020-06-23,6829174,36303,542
"7693","Texas",48,2020-06-23,28995881,122932,2421
"7694","Utah",49,2020-06-23,3205958,18300,163
"7695","Vermont",50,2020-06-23,623989,1164,56
"7696","Virginia",51,2020-06-23,8535519,58994,1645
"7697","Washington",53,2020-06-23,7614893,29386,1284
"7698","West Virginia",54,2020-06-23,1792147,2593,92
"7699","Wisconsin",55,2020-06-23,5822434,25331,750
"7700","Wyoming",56,2020-06-23,578759,1254,20
"7701","Alabama",1,2020-06-24,4903185,32064,891
"7702","Alaska",2,2020-06-24,731545,789,12
"7703","Arizona",4,2020-06-24,7278717,60190,1467
"7704","Arkansas",5,2020-06-24,3017804,17375,240
"7705","California",6,2020-06-24,39512223,196024,5725
"7706","Colorado",8,2020-06-24,5758736,31139,1667
"7707","Connecticut",9,2020-06-24,3565287,45913,4287
"7708","Delaware",10,2020-06-24,973764,10889,505
"7709","Florida",12,2020-06-24,21477737,109014,3281
"7710","Georgia",13,2020-06-24,10617423,69381,2698
"7711","Hawaii",15,2020-06-24,1415872,835,17
"7712","Idaho",16,2020-06-24,1787065,4402,89
"7713","Illinois",17,2020-06-24,12671821,138540,6770
"7714","Indiana",18,2020-06-24,6732219,43140,2578
"7715","Iowa",19,2020-06-24,3155070,26601,690
"7716","Kansas",20,2020-06-24,2913314,12930,260
"7717","Kentucky",21,2020-06-24,4467673,14363,538
"7718","Louisiana",22,2020-06-24,4648794,52477,3152
"7719","Maine",23,2020-06-24,1344212,3017,103
"7720","Maryland",24,2020-06-24,6045680,65337,3108
"7721","Massachusetts",25,2020-06-24,6892503,103368,7938
"7722","Michigan",26,2020-06-24,9986857,68555,6114
"7723","Minnesota",27,2020-06-24,5639632,33763,1432
"7724","Mississippi",28,2020-06-24,2976149,23424,1011
"7725","Missouri",29,2020-06-24,6626371,19123,998
"7726","Montana",30,2020-06-24,1068778,766,21
"7727","Nebraska",31,2020-06-24,1934408,18221,257
"7728","Nevada",32,2020-06-24,3080156,14362,494
"7729","New Hampshire",33,2020-06-24,1359711,5598,347
"7730","New Jersey",34,2020-06-24,8882190,169892,14944
"7731","New Mexico",35,2020-06-24,2096829,10990,480
"7732","New York",36,2020-06-24,19453561,389666,31974
"7733","North Carolina",37,2020-06-24,10488084,57817,1325
"7734","North Dakota",38,2020-06-24,762062,3362,78
"7735","Ohio",39,2020-06-24,11689100,46759,2755
"7736","Oklahoma",40,2020-06-24,3956971,11510,372
"7737","Oregon",41,2020-06-24,4217737,7444,195
"7738","Pennsylvania",42,2020-06-24,12801989,87685,6518
"7739","Rhode Island",44,2020-06-24,1059361,16606,912
"7740","South Carolina",45,2020-06-24,5148714,27897,683
"7741","South Dakota",46,2020-06-24,884659,6419,84
"7742","Tennessee",47,2020-06-24,6829174,37235,556
"7743","Texas",48,2020-06-24,28995881,128132,2462
"7744","Utah",49,2020-06-24,3205958,18784,163
"7745","Vermont",50,2020-06-24,623989,1184,56
"7746","Virginia",51,2020-06-24,8535519,59514,1661
"7747","Washington",53,2020-06-24,7614893,29869,1293
"7748","West Virginia",54,2020-06-24,1792147,2631,92
"7749","Wisconsin",55,2020-06-24,5822434,25763,757
"7750","Wyoming",56,2020-06-24,578759,1282,20
"7751","Alabama",1,2020-06-25,4903185,33206,896
"7752","Alaska",2,2020-06-25,731545,813,12
"7753","Arizona",4,2020-06-25,7278717,63281,1495
"7754","Arkansas",5,2020-06-25,3017804,18062,240
"7755","California",6,2020-06-25,39512223,201112,5806
"7756","Colorado",8,2020-06-25,5758736,31463,1669
"7757","Connecticut",9,2020-06-25,3565287,45994,4298
"7758","Delaware",10,2020-06-25,973764,10980,507
"7759","Florida",12,2020-06-25,21477737,114018,3327
"7760","Georgia",13,2020-06-25,10617423,71095,2745
"7761","Hawaii",15,2020-06-25,1415872,851,17
"7762","Idaho",16,2020-06-25,1787065,4865,90
"7763","Illinois",17,2020-06-25,12671821,139434,6810
"7764","Indiana",18,2020-06-25,6732219,43655,2586
"7765","Iowa",19,2020-06-25,3155070,27373,696
"7766","Kansas",20,2020-06-25,2913314,13107,262
"7767","Kentucky",21,2020-06-25,4467673,14617,546
"7768","Louisiana",22,2020-06-25,4648794,53415,3164
"7769","Maine",23,2020-06-25,1344212,3070,103
"7770","Maryland",24,2020-06-25,6045680,65777,3129
"7771","Massachusetts",25,2020-06-25,6892503,103582,7963
"7772","Michigan",26,2020-06-25,9986857,68989,6133
"7773","Minnesota",27,2020-06-25,5639632,34123,1441
"7774","Mississippi",28,2020-06-25,2976149,24516,1016
"7775","Missouri",29,2020-06-25,6626371,19637,1000
"7776","Montana",30,2020-06-25,1068778,803,21
"7777","Nebraska",31,2020-06-25,1934408,18346,260
"7778","Nevada",32,2020-06-25,3080156,14859,495
"7779","New Hampshire",33,2020-06-25,1359711,5638,357
"7780","New Jersey",34,2020-06-25,8882190,170196,14872
"7781","New Mexico",35,2020-06-25,2096829,11192,485
"7782","New York",36,2020-06-25,19453561,390415,32007
"7783","North Carolina",37,2020-06-25,10488084,59437,1336
"7784","North Dakota",38,2020-06-25,762062,3393,78
"7785","Ohio",39,2020-06-25,11689100,47651,2772
"7786","Oklahoma",40,2020-06-25,3956971,11948,375
"7787","Oregon",41,2020-06-25,4217737,7568,197
"7788","Pennsylvania",42,2020-06-25,12801989,88141,6557
"7789","Rhode Island",44,2020-06-25,1059361,16640,920
"7790","South Carolina",45,2020-06-25,5148714,29022,693
"7791","South Dakota",46,2020-06-25,884659,6479,87
"7792","Tennessee",47,2020-06-25,6829174,38034,567
"7793","Texas",48,2020-06-25,28995881,134558,2514
"7794","Utah",49,2020-06-25,3205958,19374,164
"7795","Vermont",50,2020-06-25,623989,1191,56
"7796","Virginia",51,2020-06-25,8535519,59946,1675
"7797","Washington",53,2020-06-25,7614893,30367,1300
"7798","West Virginia",54,2020-06-25,1792147,2694,92
"7799","Wisconsin",55,2020-06-25,5822434,26227,766
"7800","Wyoming",56,2020-06-25,578759,1326,20
"7801","Alabama",1,2020-06-26,4903185,34183,907
"7802","Alaska",2,2020-06-26,731545,833,14
"7803","Arizona",4,2020-06-26,7278717,66659,1536
"7804","Arkansas",5,2020-06-26,3017804,18740,249
"7805","California",6,2020-06-26,39512223,206844,5868
"7806","Colorado",8,2020-06-26,5758736,31780,1673
"7807","Connecticut",9,2020-06-26,3565287,46059,4307
"7808","Delaware",10,2020-06-26,973764,11017,507
"7809","Florida",12,2020-06-26,21477737,122960,3366
"7810","Georgia",13,2020-06-26,10617423,72995,2770
"7811","Hawaii",15,2020-06-26,1415872,866,17
"7812","Idaho",16,2020-06-26,1787065,4865,90
"7813","Illinois",17,2020-06-26,12671821,140291,6847
"7814","Indiana",18,2020-06-26,6732219,44140,2595
"7815","Iowa",19,2020-06-26,3155070,27717,704
"7816","Kansas",20,2020-06-26,2913314,13462,265
"7817","Kentucky",21,2020-06-26,4467673,14859,553
"7818","Louisiana",22,2020-06-26,4648794,54769,3190
"7819","Maine",23,2020-06-26,1344212,3102,103
"7820","Maryland",24,2020-06-26,6045680,66115,3142
"7821","Massachusetts",25,2020-06-26,6892503,103790,8013
"7822","Michigan",26,2020-06-26,9986857,69329,6134
"7823","Minnesota",27,2020-06-26,5639632,34616,1446
"7824","Mississippi",28,2020-06-26,2976149,25066,1022
"7825","Missouri",29,2020-06-26,6626371,20216,1009
"7826","Montana",30,2020-06-26,1068778,829,22
"7827","Nebraska",31,2020-06-26,1934408,18524,266
"7828","Nevada",32,2020-06-26,3080156,15240,498
"7829","New Hampshire",33,2020-06-26,1359711,5671,365
"7830","New Jersey",34,2020-06-26,8882190,170584,14914
"7831","New Mexico",35,2020-06-26,2096829,11408,489
"7832","New York",36,2020-06-26,19453561,391220,32030
"7833","North Carolina",37,2020-06-26,10488084,61207,1348
"7834","North Dakota",38,2020-06-26,762062,3421,78
"7835","Ohio",39,2020-06-26,11689100,48638,2788
"7836","Oklahoma",40,2020-06-26,3956971,12347,377
"7837","Oregon",41,2020-06-26,4217737,7818,202
"7838","Pennsylvania",42,2020-06-26,12801989,88860,6579
"7839","Rhode Island",44,2020-06-26,1059361,16661,927
"7840","South Carolina",45,2020-06-26,5148714,30335,694
"7841","South Dakota",46,2020-06-26,884659,6535,88
"7842","Tennessee",47,2020-06-26,6829174,39444,577
"7843","Texas",48,2020-06-26,28995881,140173,2558
"7844","Utah",49,2020-06-26,3205958,20050,166
"7845","Vermont",50,2020-06-26,623989,1198,56
"7846","Virginia",51,2020-06-26,8535519,60570,1700
"7847","Washington",53,2020-06-26,7614893,30855,1304
"7848","West Virginia",54,2020-06-26,1792147,2730,92
"7849","Wisconsin",55,2020-06-26,5822434,26747,766
"7850","Wyoming",56,2020-06-26,578759,1368,20
"7851","Alabama",1,2020-06-27,4903185,35083,919
"7852","Alaska",2,2020-06-27,731545,851,14
"7853","Arizona",4,2020-06-27,7278717,70124,1580
"7854","Arkansas",5,2020-06-27,3017804,19310,259
"7855","California",6,2020-06-27,39512223,210692,5899
"7856","Colorado",8,2020-06-27,5758736,32006,1674
"7857","Connecticut",9,2020-06-27,3565287,46206,4311
"7858","Delaware",10,2020-06-27,973764,11091,507
"7859","Florida",12,2020-06-27,21477737,132545,3390
"7860","Georgia",13,2020-06-27,10617423,74985,2776
"7861","Hawaii",15,2020-06-27,1415872,872,18
"7862","Idaho",16,2020-06-27,1787065,5322,91
"7863","Illinois",17,2020-06-27,12671821,141077,6873
"7864","Indiana",18,2020-06-27,6732219,44575,2616
"7865","Iowa",19,2020-06-27,3155070,28073,704
"7866","Kansas",20,2020-06-27,2913314,13617,268
"7867","Kentucky",21,2020-06-27,4467673,15167,554
"7868","Louisiana",22,2020-06-27,4648794,54769,3190
"7869","Maine",23,2020-06-27,1344212,3154,104
"7870","Maryland",24,2020-06-27,6045680,66450,3157
"7871","Massachusetts",25,2020-06-27,6892503,103932,8041
"7872","Michigan",26,2020-06-27,9986857,69679,6153
"7873","Minnesota",27,2020-06-27,5639632,35033,1452
"7874","Mississippi",28,2020-06-27,2976149,25531,1035
"7875","Missouri",29,2020-06-27,6626371,20572,1014
"7876","Montana",30,2020-06-27,1068778,852,22
"7877","Nebraska",31,2020-06-27,1934408,18775,267
"7878","Nevada",32,2020-06-27,3080156,16339,500
"7879","New Hampshire",33,2020-06-27,1359711,5717,367
"7880","New Jersey",34,2020-06-27,8882190,170873,14948
"7881","New Mexico",35,2020-06-27,2096829,11619,491
"7882","New York",36,2020-06-27,19453561,391923,32051
"7883","North Carolina",37,2020-06-27,10488084,62736,1353
"7884","North Dakota",38,2020-06-27,762062,3458,78
"7885","Ohio",39,2020-06-27,11689100,49455,2804
"7886","Oklahoma",40,2020-06-27,3956971,12646,384
"7887","Oregon",41,2020-06-27,4217737,8094,202
"7888","Pennsylvania",42,2020-06-27,12801989,89446,6603
"7889","Rhode Island",44,2020-06-27,1059361,16661,927
"7890","South Carolina",45,2020-06-27,5148714,31939,711
"7891","South Dakota",46,2020-06-27,884659,6626,91
"7892","Tennessee",47,2020-06-27,6829174,40172,584
"7893","Texas",48,2020-06-27,28995881,145894,2603
"7894","Utah",49,2020-06-27,3205958,20628,167
"7895","Vermont",50,2020-06-27,623989,1200,56
"7896","Virginia",51,2020-06-27,8535519,61247,1724
"7897","Washington",53,2020-06-27,7614893,31404,1310
"7898","West Virginia",54,2020-06-27,1792147,2782,93
"7899","Wisconsin",55,2020-06-27,5822434,27286,777
"7900","Wyoming",56,2020-06-27,578759,1392,20
"7901","Alabama",1,2020-06-28,4903185,35441,919
"7902","Alaska",2,2020-06-28,731545,880,14
"7903","Arizona",4,2020-06-28,7278717,73920,1594
"7904","Arkansas",5,2020-06-28,3017804,19818,264
"7905","California",6,2020-06-28,39512223,215487,5932
"7906","Colorado",8,2020-06-28,5758736,32290,1676
"7907","Connecticut",9,2020-06-28,3565287,46303,4316
"7908","Delaware",10,2020-06-28,973764,11226,507
"7909","Florida",12,2020-06-28,21477737,141075,3419
"7910","Georgia",13,2020-06-28,10617423,77210,2778
"7911","Hawaii",15,2020-06-28,1415872,899,18
"7912","Idaho",16,2020-06-28,1787065,5322,91
"7913","Illinois",17,2020-06-28,12671821,141723,6888
"7914","Indiana",18,2020-06-28,6732219,44930,2619
"7915","Iowa",19,2020-06-28,3155070,28520,706
"7916","Kansas",20,2020-06-28,2913314,13847,269
"7917","Kentucky",21,2020-06-28,4467673,15232,558
"7918","Louisiana",22,2020-06-28,4648794,56236,3199
"7919","Maine",23,2020-06-28,1344212,3191,104
"7920","Maryland",24,2020-06-28,6045680,66777,3168
"7921","Massachusetts",25,2020-06-28,6892503,104005,8060
"7922","Michigan",26,2020-06-28,9986857,69946,6157
"7923","Minnesota",27,2020-06-28,5639632,35549,1460
"7924","Mississippi",28,2020-06-28,2976149,25892,1039
"7925","Missouri",29,2020-06-28,6626371,20796,1014
"7926","Montana",30,2020-06-28,1068778,863,22
"7927","Nebraska",31,2020-06-28,1934408,18899,267
"7928","Nevada",32,2020-06-28,3080156,17160,500
"7929","New Hampshire",33,2020-06-28,1359711,5747,367
"7930","New Jersey",34,2020-06-28,8882190,171182,14975
"7931","New Mexico",35,2020-06-28,2096829,11809,492
"7932","New York",36,2020-06-28,19453561,392539,32078
"7933","North Carolina",37,2020-06-28,10488084,64069,1352
"7934","North Dakota",38,2020-06-28,762062,3495,79
"7935","Ohio",39,2020-06-28,11689100,50309,2807
"7936","Oklahoma",40,2020-06-28,3956971,12947,385
"7937","Oregon",41,2020-06-28,4217737,8341,202
"7938","Pennsylvania",42,2020-06-28,12801989,89863,6606
"7939","Rhode Island",44,2020-06-28,1059361,16661,927
"7940","South Carolina",45,2020-06-28,5148714,33320,716
"7941","South Dakota",46,2020-06-28,884659,6681,91
"7942","Tennessee",47,2020-06-28,6829174,40172,584
"7943","Texas",48,2020-06-28,28995881,150722,2628
"7944","Utah",49,2020-06-28,3205958,21100,167
"7945","Vermont",50,2020-06-28,623989,1202,56
"7946","Virginia",51,2020-06-28,8535519,61736,1732
"7947","Washington",53,2020-06-28,7614893,31752,1310
"7948","West Virginia",54,2020-06-28,1792147,2832,93
"7949","Wisconsin",55,2020-06-28,5822434,27743,777
"7950","Wyoming",56,2020-06-28,578759,1417,20
"7951","Alabama",1,2020-06-29,4903185,37175,929
"7952","Alaska",2,2020-06-29,731545,901,14
"7953","Arizona",4,2020-06-29,7278717,74545,1598
"7954","Arkansas",5,2020-06-29,3017804,20257,265
"7955","California",6,2020-06-29,39512223,223646,5983
"7956","Colorado",8,2020-06-29,5758736,32494,1681
"7957","Connecticut",9,2020-06-29,3565287,46362,4320
"7958","Delaware",10,2020-06-29,973764,11376,507
"7959","Florida",12,2020-06-29,21477737,146341,3447
"7960","Georgia",13,2020-06-29,10617423,79417,2784
"7961","Hawaii",15,2020-06-29,1415872,900,18
"7962","Idaho",16,2020-06-29,1787065,5752,91
"7963","Illinois",17,2020-06-29,12671821,142461,6902
"7964","Indiana",18,2020-06-29,6732219,45228,2624
"7965","Iowa",19,2020-06-29,3155070,28845,711
"7966","Kansas",20,2020-06-29,2913314,14209,273
"7967","Kentucky",21,2020-06-29,4467673,15347,560
"7968","Louisiana",22,2020-06-29,4648794,57081,3199
"7969","Maine",23,2020-06-29,1344212,3219,105
"7970","Maryland",24,2020-06-29,6045680,67254,3175
"7971","Massachusetts",25,2020-06-29,6892503,104213,8095
"7972","Michigan",26,2020-06-29,9986857,70223,6161
"7973","Minnesota",27,2020-06-29,5639632,35861,1470
"7974","Mississippi",28,2020-06-29,2976149,26567,1059
"7975","Missouri",29,2020-06-29,6626371,21315,1016
"7976","Montana",30,2020-06-29,1068778,919,22
"7977","Nebraska",31,2020-06-29,1934408,19042,269
"7978","Nevada",32,2020-06-29,3080156,17894,504
"7979","New Hampshire",33,2020-06-29,1359711,5760,367
"7980","New Jersey",34,2020-06-29,8882190,171272,14992
"7981","New Mexico",35,2020-06-29,2096829,11982,493
"7982","New York",36,2020-06-29,19453561,392930,32109
"7983","North Carolina",37,2020-06-29,10488084,65331,1357
"7984","North Dakota",38,2020-06-29,762062,3539,79
"7985","Ohio",39,2020-06-29,11689100,51046,2818
"7986","Oklahoma",40,2020-06-29,3956971,13175,385
"7987","Oregon",41,2020-06-29,4217737,8485,204
"7988","Pennsylvania",42,2020-06-29,12801989,90467,6614
"7989","Rhode Island",44,2020-06-29,1059361,16764,946
"7990","South Carolina",45,2020-06-29,5148714,34644,720
"7991","South Dakota",46,2020-06-29,884659,6716,91
"7992","Tennessee",47,2020-06-29,6829174,42297,592
"7993","Texas",48,2020-06-29,28995881,156706,2655
"7994","Utah",49,2020-06-29,3205958,21664,168
"7995","Vermont",50,2020-06-29,623989,1208,56
"7996","Virginia",51,2020-06-29,8535519,62189,1740
"7997","Washington",53,2020-06-29,7614893,32253,1320
"7998","West Virginia",54,2020-06-29,1792147,2870,93
"7999","Wisconsin",55,2020-06-29,5822434,28058,777
"8000","Wyoming",56,2020-06-29,578759,1450,20
"8001","Alabama",1,2020-06-30,4903185,38045,950
"8002","Alaska",2,2020-06-30,731545,937,14
"8003","Arizona",4,2020-06-30,7278717,79228,1645
"8004","Arkansas",5,2020-06-30,3017804,20777,270
"8005","California",6,2020-06-30,39512223,231418,6082
"8006","Colorado",8,2020-06-30,5758736,32698,1690
"8007","Connecticut",9,2020-06-30,3565287,46514,4322
"8008","Delaware",10,2020-06-30,973764,11474,509
"8009","Florida",12,2020-06-30,21477737,152434,3505
"8010","Georgia",13,2020-06-30,10617423,81291,2805
"8011","Hawaii",15,2020-06-30,1415872,917,18
"8012","Idaho",16,2020-06-30,1787065,6117,92
"8013","Illinois",17,2020-06-30,12671821,143185,6923
"8014","Indiana",18,2020-06-30,6732219,45594,2640
"8015","Iowa",19,2020-06-30,3155070,29074,716
"8016","Kansas",20,2020-06-30,2913314,14370,273
"8017","Kentucky",21,2020-06-30,4467673,15624,565
"8018","Louisiana",22,2020-06-30,4648794,58095,3221
"8019","Maine",23,2020-06-30,1344212,3253,105
"8020","Maryland",24,2020-06-30,6045680,67559,3190
"8021","Massachusetts",25,2020-06-30,6892503,104440,8054
"8022","Michigan",26,2020-06-30,9986857,70728,6193
"8023","Minnesota",27,2020-06-30,5639632,36303,1476
"8024","Mississippi",28,2020-06-30,2976149,27247,1073
"8025","Missouri",29,2020-06-30,6626371,21812,1019
"8026","Montana",30,2020-06-30,1068778,967,22
"8027","Nebraska",31,2020-06-30,1934408,19177,274
"8028","Nevada",32,2020-06-30,3080156,18456,507
"8029","New Hampshire",33,2020-06-30,1359711,5782,371
"8030","New Jersey",34,2020-06-30,8882190,171667,15035
"8031","New Mexico",35,2020-06-30,2096829,12147,497
"8032","New York",36,2020-06-30,19453561,393454,32070
"8033","North Carolina",37,2020-06-30,10488084,67226,1380
"8034","North Dakota",38,2020-06-30,762062,3576,79
"8035","Ohio",39,2020-06-30,11689100,51789,2863
"8036","Oklahoma",40,2020-06-30,3956971,13757,387
"8037","Oregon",41,2020-06-30,4217737,8656,207
"8038","Pennsylvania",42,2020-06-30,12801989,91139,6649
"8039","Rhode Island",44,2020-06-30,1059361,16813,950
"8040","South Carolina",45,2020-06-30,5148714,36399,739
"8041","South Dakota",46,2020-06-30,884659,6764,91
"8042","Tennessee",47,2020-06-30,6829174,43509,604
"8043","Texas",48,2020-06-30,28995881,163060,2708
"8044","Utah",49,2020-06-30,3205958,22217,172
"8045","Vermont",50,2020-06-30,623989,1208,56
"8046","Virginia",51,2020-06-30,8535519,62787,1763
"8047","Washington",53,2020-06-30,7614893,32824,1332
"8048","West Virginia",54,2020-06-30,1792147,2905,93
"8049","Wisconsin",55,2020-06-30,5822434,28659,784
"8050","Wyoming",56,2020-06-30,578759,1487,20
"8051","Alabama",1,2020-07-01,4903185,38962,972
"8052","Alaska",2,2020-07-01,731545,975,14
"8053","Arizona",4,2020-07-01,7278717,84105,1725
"8054","Arkansas",5,2020-07-01,3017804,21197,277
"8055","California",6,2020-07-01,39512223,238681,6169
"8056","Colorado",8,2020-07-01,5758736,33012,1697
"8057","Connecticut",9,2020-07-01,3565287,46572,4324
"8058","Delaware",10,2020-07-01,973764,11510,509
"8059","Florida",12,2020-07-01,21477737,158997,3550
"8060","Georgia",13,2020-07-01,10617423,84242,2827
"8061","Hawaii",15,2020-07-01,1415872,926,18
"8062","Idaho",16,2020-07-01,1787065,6370,92
"8063","Illinois",17,2020-07-01,12671821,144013,6951
"8064","Indiana",18,2020-07-01,6732219,45952,2650
"8065","Iowa",19,2020-07-01,3155070,29514,717
"8066","Kansas",20,2020-07-01,2913314,14830,277
"8067","Kentucky",21,2020-07-01,4467673,15842,572
"8068","Louisiana",22,2020-07-01,4648794,60178,3238
"8069","Maine",23,2020-07-01,1344212,3294,105
"8070","Maryland",24,2020-07-01,6045680,67918,3205
"8071","Massachusetts",25,2020-07-01,6892503,104667,8081
"8072","Michigan",26,2020-07-01,9986857,71089,6198
"8073","Minnesota",27,2020-07-01,5639632,36716,1482
"8074","Mississippi",28,2020-07-01,2976149,27900,1082
"8075","Missouri",29,2020-07-01,6626371,22104,1033
"8076","Montana",30,2020-07-01,1068778,1016,22
"8077","Nebraska",31,2020-07-01,1934408,19310,276
"8078","Nevada",32,2020-07-01,3080156,19101,511
"8079","New Hampshire",33,2020-07-01,1359711,5802,373
"8080","New Jersey",34,2020-07-01,8882190,171928,15078
"8081","New Mexico",35,2020-07-01,2096829,12276,500
"8082","New York",36,2020-07-01,19453561,394079,32088
"8083","North Carolina",37,2020-07-01,10488084,68830,1398
"8084","North Dakota",38,2020-07-01,762062,3615,80
"8085","Ohio",39,2020-07-01,11689100,52865,2876
"8086","Oklahoma",40,2020-07-01,3956971,14119,389
"8087","Oregon",41,2020-07-01,4217737,8931,208
"8088","Pennsylvania",42,2020-07-01,12801989,91775,6684
"8089","Rhode Island",44,2020-07-01,1059361,16853,956
"8090","South Carolina",45,2020-07-01,5148714,37919,766
"8091","South Dakota",46,2020-07-01,884659,6826,93
"8092","Tennessee",47,2020-07-01,6829174,45315,609
"8093","Texas",48,2020-07-01,28995881,172368,2770
"8094","Utah",49,2020-07-01,3205958,22716,173
"8095","Vermont",50,2020-07-01,623989,1210,56
"8096","Virginia",51,2020-07-01,8535519,63203,1786
"8097","Washington",53,2020-07-01,7614893,33435,1339
"8098","West Virginia",54,2020-07-01,1792147,2979,93
"8099","Wisconsin",55,2020-07-01,5822434,29199,786
"8100","Wyoming",56,2020-07-01,578759,1514,20
"8101","Alabama",1,2020-07-02,4903185,40111,985
"8102","Alaska",2,2020-07-02,731545,1014,14
"8103","Arizona",4,2020-07-02,7278717,87445,1764
"8104","Arkansas",5,2020-07-02,3017804,22075,279
"8105","California",6,2020-07-02,39512223,246550,6265
"8106","Colorado",8,2020-07-02,5758736,33335,1701
"8107","Connecticut",9,2020-07-02,3565287,46646,4326
"8108","Delaware",10,2020-07-02,973764,11731,510
"8109","Florida",12,2020-07-02,21477737,169106,3617
"8110","Georgia",13,2020-07-02,10617423,87709,2849
"8111","Hawaii",15,2020-07-02,1415872,946,18
"8112","Idaho",16,2020-07-02,1787065,6593,92
"8113","Illinois",17,2020-07-02,12671821,144882,6987
"8114","Indiana",18,2020-07-02,6732219,46387,2662
"8115","Iowa",19,2020-07-02,3155070,30259,719
"8116","Kansas",20,2020-07-02,2913314,15002,280
"8117","Kentucky",21,2020-07-02,4467673,16079,581
"8118","Louisiana",22,2020-07-02,4648794,61561,3255
"8119","Maine",23,2020-07-02,1344212,3328,105
"8120","Maryland",24,2020-07-02,6045680,68423,3212
"8121","Massachusetts",25,2020-07-02,6892503,104901,8132
"8122","Michigan",26,2020-07-02,9986857,71678,6212
"8123","Minnesota",27,2020-07-02,5639632,37210,1495
"8124","Mississippi",28,2020-07-02,2976149,28770,1092
"8125","Missouri",29,2020-07-02,6626371,22636,1044
"8126","Montana",30,2020-07-02,1068778,1083,22
"8127","Nebraska",31,2020-07-02,1934408,19452,282
"8128","Nevada",32,2020-07-02,3080156,19733,525
"8129","New Hampshire",33,2020-07-02,1359711,5822,375
"8130","New Jersey",34,2020-07-02,8882190,172356,15107
"8131","New Mexico",35,2020-07-02,2096829,12520,503
"8132","New York",36,2020-07-02,19453561,394954,32112
"8133","North Carolina",37,2020-07-02,10488084,70905,1409
"8134","North Dakota",38,2020-07-02,762062,3657,80
"8135","Ohio",39,2020-07-02,11689100,54166,2903
"8136","Oklahoma",40,2020-07-02,3956971,14531,395
"8137","Oregon",41,2020-07-02,4217737,9294,209
"8138","Pennsylvania",42,2020-07-02,12801989,92612,6712
"8139","Rhode Island",44,2020-07-02,1059361,16941,959
"8140","South Carolina",45,2020-07-02,5148714,39701,784
"8141","South Dakota",46,2020-07-02,884659,6893,97
"8142","Tennessee",47,2020-07-02,6829174,46890,620
"8143","Texas",48,2020-07-02,28995881,179137,2835
"8144","Utah",49,2020-07-02,3205958,23270,176
"8145","Vermont",50,2020-07-02,623989,1227,56
"8146","Virginia",51,2020-07-02,8535519,63735,1816
"8147","Washington",53,2020-07-02,7614893,34151,1342
"8148","West Virginia",54,2020-07-02,1792147,3053,93
"8149","Wisconsin",55,2020-07-02,5822434,29738,793
